Project Name,Country,Start Date,Capacity (kt H2/y),Length (km),Investment Cost (MUSD),Source,Date Online,Technology,Capacity Change (Simulated)
"Plug Power Charleston, Tenesse (former United Hydrogen), expansion 1",USA,,8.520599251,,1.2775,Production,2021,,1.999602129
"Plug Power Charleston, Tenesse (former United Hydrogen), expansion 2",USA,,21.35488534,,3.201754386,Production,2024,,1.998984714
Plug Power Kokkola plant,FIN,,1000,,149.9307692,Production,2030,,1.951905351
Plug Power Kristinestad plant,FIN,,1000,,149.9307692,Production,2030,,1.951905351
Plug Power Olin green hydrogen Louisiana,USA,,36.51685393,,5.475,Production,2024,,1.998255322
Plug Power Port of Antwerp-Bruges,BEL,,100,,14.99307692,Production,2025,Unknown,6.995201359
Plug Power Porvoo plant,FIN,,200,,29.98615385,Production,2030,,1.990390692
"Point Tupper green hydrogen project, phase 1",CAN,,421.4156195,,63.183168,Production,2026,,1.979739122
"Point Tupper green hydrogen project, phase 2",CAN,,2552.198346,,382.6530612,Production,2026,Onshore wind,1.877234249
Port of Aabenraa,DNK,,100,,17.32533333,Production,2025,Others/Various,1.995201359
Port of Aabenraa Methanol,DNK,,60,,8.995846154,Production,2025,Solar PV,1.997125626
Port of Auckland HRS,NZL,,0.948033708,,0.16425,Production,2022,,1.99996642
Port of Gothenburg - Statkraft,SWE,,4,,0.693013333,Production,2024,Unknown,6.9998196
Port of Newcastle,AUS,,40,,6.930133333,Production,,Unknown,6.99808776
Port of Pecem - Base One,BRA,,3463.136832,,600,Production,2025,Hydropower,1.833412027
Port of Rotterdam BP refinery - H2-Fifty,NLD,,250,,43.31333333,Production,,Others/Various,1.987985358
Port of South Louisiana,USA,,3034.921348,,525.81024,Production,,Unknown,6.85401205
Port of Tilbury Green Hydrogen (Phase 1),GBR,,10,,1.732533333,Production,2030,,1.99953096
Port of Tilbury Green Hydrogen (Phase 2),GBR,,90,,15.5928,Production,,,1.995682426
Port Taranaki - Infinite Green Energy,NZL,,600,,101.6921739,Production,,Others/Various,1.971148021
Porte de St Cloud HRS station,FRA,,2.5,,0.374826923,Production,2023,,1.99989176
Portland Renewable Hydrogen Project,AUS,,50,,8.662666667,Production,2029,Onshore wind,1.997606693
Porto Central,BRA,,3.498474963,,0.606122449,Production,2026,Solar PV,1.999843727
Porto do Acu Fortescue Ammonia Project,BRA,,300,,51.976,Production,,Others/Various,1.985580024
"Porto, CUTE",PRT,,0.3,,0.050846087,Production,2003,,1.999997595
POSCO green ammonia plant,OMN,,2539.633677,,440,Production,2030,Unknown,6.877838693
POSCO H2,IND,,0.115437894,,0.02,Production,2027,Unknown,6.999993527
PosHYdon,NLD,,1,,0.149930769,Production,2024,,1.99996392
"PostBus Hydrogen bus, Brugg, aargau CHIC",CHE,,0.276,,0.0467784,Production,2012,,1.999998749
Power plant in Lebanon for a Power Plant Cooling application,LBN,,0.114,,0.019321513,Production,2018,,1.999993457
Power2AX,FIN,,1.298676312,,0.225,Production,2024,Onshore wind,1.999949552
Power2Earth,SWE,,218.2649264,,37.81512605,Production,,,1.989512027
Power2Met,DNK,,0.25,,0.038982,Production,2020,,2
Power2X Parnu facility,EST,,1003.926637,,173.9336364,Production,2028,Offshore wind,1.951716454
Prairie Island,USA,,0.2,,0.041033684,Production,2021,,1.999997595
"Prieska ammonia project, phase 1",ZAF,,148.9148838,,25.8,Production,2025,Others/Various,1.992848227
"Prieska ammonia project, phase 2",ZAF,,5622.979837,,974.2,Production,2030,Others/Various,1.72950916
Primolyzer (R&D),DNK,,0.0052,,0.00077964,Production,2010,,1.999988223
Prince George HRS,CAN,,10,,1.732533333,Production,2024,Hydropower,1.99953096
PRIO ENERGY,PRT,,0.933764301,,0.14,Production,,Solar PV,1.999967106
Project AIR (Perstorp - Stenungsund),SWE,,25,,4.237173913,Production,2025,Onshore wind,1.99880936
"Project Haber, phase 1",AUS,,10,,1.732533333,Production,2024,Onshore wind,1.99953096
Project Iracema - Ammonia project in Port of Pecem,BRA,,2400,,415.808,Production,2026,Unknown,6.884556005
Project Mauricie,CAN,,500,,86.62666667,Production,2028,Others/Various,1.975958689
Project NEO,AUS,,1000,,173.2533333,Production,2027,Others/Various,1.951905351
Project Nour - Phase 1,MRT,,1650,,285.868,Production,2031,Others/Various,1.920636012
Project Nour - Phase 2,MRT,,8500,,1472.653333,Production,2033,Others/Various,1.591105284
PROMETHEAN,DEU,,54,,9.35568,Production,,,4.997414266
PROMETHEAN,POL,,32,,5.544106667,Production,,,1.998472613
Promigas,COL,,0.022,,0.003298477,Production,2022,Solar PV,1.999989032
Pronghorn H2,USA,,1000,,173.2533333,Production,2028,Others/Various,1.951905351
Prothium,COL,,2.3,,0.38982,Production,2024,Hydropower,1.999901381
Protium - Wilton Universal Group Teeside (Phase 1),GBR,,17.2,,2.979957333,Production,2025,Unknown,6.999184592
Protium - Wilton Universal Group Teeside (Phase 2),GBR,,51.6,,7.736427692,Production,2026,Unknown,6.997529722
Protium Project Pioneer 2,GBR,,2.5,,0.374826923,Production,2024,Unknown,6.99989176
Proyecto Fenix,PER,,0.004109589,,0.000712,Production,2023,Solar PV,1.999988171
Prumo-Fuella ammonia plant,BRA,,520,,90.09173333,Production,2030,,1.974996555
"PTG Bilsthorpe, Nottinghamshire",GBR,,1.25,,0.216566667,Production,,Others/Various,1.999951893
PtG Switzerland,CHE,,2.5,,0.374826923,Production,2022,,1.99989176
PtG-Elektrolyse im MW-Maßstab (R&D),DEU,,0.3,,0.050846087,Production,2013,,4.999997595
PTT - Egat - ACWA MoU,THA,,2494.456302,,432.1728691,Production,,Unknown,6.880012027
Pudimadaka Green Hydrogen hub,IND,,4435.245417,,768.4210526,Production,,,1.786647114
Puertollano HydRIC project Phase I,ESP,,30,,5.084608696,Production,2026,Solar PV,1.998568826
Puertollano HydRIC project Phase II,ESP,,70,,11.86408696,Production,2026,Solar PV,1.996644559
Puglia green hydro-gen valley - Brindisi plant,ITA,,60,,10.3952,Production,2027,Solar PV,1.997125626
Puglia green hydro-gen valley - Taranto plant,ITA,,100,,17.32533333,Production,2027,,1.995201359
Pune-Mumbai,IND,,36.96037847,,6.403508772,Production,2030,Unknown,6.998233986
Punta Delgada ,CHL,,1500,,259.88,Production,2032,Onshore wind,1.927852013
"PURE Project, Unst",GBR,,0.015,,0.002542304,Production,2005,,1.999988695
PV2Fuel,NAM,,1039.356792,,180.0720288,Production,2027,Unknown,6.950012027
PVFCSYS Agrate,ITA,,0.0034,,0.000576256,Production,2004,,1.999988137
PVFCSYS Sophia Antipolis,FRA,,0.0036,,0.000610153,Production,2000,,1.999988147
PYROCO2,NOR,,2.38379252,,0.413,Production,2025,Unknown,6.99989735
QAIR fraternité ,BRA,,242.4195783,,42,Production,2027,,1.988350027
Qair-SUAPE,BRA,,140,,24.25546667,Production,2025,,1.993277092
"Qitai Smart Energy Equipment Industrial Park - 50,000 Ton Green Hydrogen and Green Methanol Project (Phase 1)",CHN,,56.44298651,,9.56635,Production,2024,Onshore wind,1.997296742
"Qitai Smart Energy Equipment Industrial Park - 50,000 Ton Green Hydrogen and Green Methanol Project (Phase 2)",CHN,,55.21596506,,9.56635,Production,,Onshore wind,1.99735577
"Qitai Smart Energy Equipment Industrial Park - 50,000 Ton Green Hydrogen and Green Methanol Project (Phase 3)",CHN,,220.8638602,,38.2654,Production,,Onshore wind,1.989387001
Quebec Great Toronto Area East,CAN,,0.5,,0.084743478,Production,2019,,1.999987973
Queensland Government HRS,AUS,,0.22,,0.032984769,Production,2022,,1.999998557
Queensland Nitrates Renewable Hydrogen and Ammonia,AUS,,30,,5.1976,Production,2027,Solar PV,1.998568826
Quill 2,GBR,,8,,1.386026667,Production,2030,Unknown,6.999627173
Ra Green Ammonia project,EGY,,150,,25.988,Production,,Others/Various,1.992796025
Raahen Monivoima Kokkola,FIN,,5.7,,0.987544,Production,2025,Others/Various,1.999737819
Rabbalshede Krafts,SWE,,50,,8.662666667,Production,2025,Others/Various,1.997606693
RABH2,GBR,,0.005,,0.000847435,Production,2011,,1.999988214
Rafnes chemical plants (Aquarius),NOR,,20,,3.465066667,Production,2030,Unknown,6.999049893
Raglan Nickel mine,CAN,,0.276,,0.0467784,Production,2015,,1.999998749
Rajasthan pilot plant,IND,,2.1,,0.363832,Production,2021,Solar PV,1.999911003
Rakuten Seimei Park Miyagi,JPN,,0.0052,,0.00077964,Production,2018,,1.999988223
Ramea Wind-Hydrogen-Diesel Project,CAN,,0.1242,,0.02105028,Production,2011,,1.999993948
Ratcliffe power station - H2 project - phase 1,GBR,,100,,17.32533333,Production,2026,Unknown,6.995201359
Ratcliffe power station - H2 project - phase 2,GBR,,400,,69.30133333,Production,2030,Unknown,6.980769356
RDSF - Metacon MoU,POL,,5,,0.866266667,Production,2025,Solar PV,1.999771493
Recycle Carbone Varennes biofuels plant,CAN,,90,,13.49376923,Production,2026,Others/Various,1.995682426
REDDAP - REnewable Distributed & Dynamic Ammonia Plant,DNK,,10,,1.694869565,Production,2024,Others/Various,1.99953096
Reduction and Reuse of CO2: Renewable Fuels for Electricity Production- ZHAW,CHE,,0.00156,,0.000233892,Production,2014,,1.999988048
Referenzkraftwerk Lausitz,DEU,,6.669745011,,1,Production,2026,Unknown,9.999691167
Refhyne,DEU,,10,,1.499307692,Production,2021,,4.99953096
Refhyne II,DEU,,100,,14.99307692,Production,2027,,4.995201359
REFLEX,ITA,,0.038,,0.0077964,Production,2018,,1.999989801
Regenerativer Energipark Ostfalia/hybrid renewable energy park (HREP),DEU,,0.006,,0.001016922,Production,2009,,4.999988262
Regio Energie Solothurn/Aarmat hybrid plant,CHE,,0.7,,0.104951538,Production,2015,,1.999978352
Reichenau power plant,CHE,,2.5,,0.433133333,Production,2024,Hydropower,1.99989176
REMOTE - Agkistro (Greece,GRC,,0.025,,0.004237174,Production,2021,Hydropower,1.999989176
"REMOTE - Spain, Canary Islands",ESP,,0.08,,0.013558957,Production,2023,Others/Various,1.999991822
Renew Efuels Odisha Green H2,IND,,4.213483146,,0.73,Production,2027,Unknown,6.99980933
ReNew E-Fuels Private Limited green methanol plant - Malkangiri,IND,,968.7011414,,167.8307018,Production,,,1.953411035
ReNew E-Fuels Private Limited green methanol plant - Rayagada,IND,,581.2206849,,100.6984211,Production,,,1.972051432
"ReNew Power - Egypt MoU, Ammonia phase 1",EGY,,207.8713585,,36.01440576,Production,2025,Unknown,6.990012027
"ReNew Power - Egypt MoU, Ammonia phase 2",EGY,,2078.713585,,360.1440576,Production,2029,Unknown,6.900012027
"ReNew Power - Egypt MoU, Hydrogen, phase 1",EGY,,230.8757888,,40,Production,2025,Unknown,6.98890536
"ReNew Power - Egypt MoU, Hydrogen, phase 2",EGY,,2077.882099,,360,Production,2029,Unknown,6.900052027
"ReNew Power Kerala plant, phase 1",IND,,207.8713585,,36.01440576,Production,2027,Unknown,6.990012027
"ReNew Power Kerala plant, phase 2",IND,,1039.356792,,180.0720288,Production,,Unknown,6.950012027
"ReNew Power Kerala plant, phase 3",IND,,1039.356792,,180.0720288,Production,,Unknown,6.950012027
Renewable Gasfield,AUT,,2.000923503,,0.3,Production,2023,Others/Various,1.999915769
Renewable hydrogen project Western Australia,AUS,,5.771894721,,1,Production,2028,Unknown,6.99973436
Renewastable Kosten Aike,CHL,,12.98676312,,2.25,Production,2027,Onshore wind,1.999387277
ReNew-Jera plant in Odisha,IND,,207.8713585,,36.01440576,Production,,Unknown,6.990012027
Renewstable,BRB,,15,,2.248961538,Production,2026,Solar PV,1.999290427
Renewstable Kwale Kenya (RKK),KEN,,64,,11.08821333,Production,,Solar PV,1.996933199
Renewstable Mpumalanga,ZAF,,346.3136832,,60,Production,2028,Solar PV,1.983352027
Renewstable Olutanga,PHL,,30.78343851,,5.333333333,Production,,Solar PV,1.998531138
RENEWSTABLE SARDIDROGENO,ITA,,16,,2.772053333,Production,2029,Others/Various,1.99924232
RENEWSTABLE SUMBA,IDN,,5.771894721,,1,Production,2026,Solar PV,1.99973436
Renewstable Swakopmund,NAM,,24,,4.15808,Production,2027,Solar PV,1.998857466
Renewstable Vitilevu,FJI,,7.695859628,,1.333333333,Production,,Solar PV,1.999641804
Renewstable WM1 ,KEN,,50,,8.662666667,Production,2030,Solar PV,1.997606693
Ren-Gas  P2X Kotka,FIN,,40,,6.930133333,Production,2026,,1.99808776
Ren-Gas  P2X Lahti,FIN,,120,,20.7904,Production,2026,,1.994239226
Ren-Gas  P2X Mikkeli,FIN,,40,,6.930133333,Production,2026,,1.99808776
Ren-Gas  P2X Pori,FIN,,20,,3.465066667,Production,2026,,1.999049893
Ren-Gas  P2X Tampere,FIN,,60,,10.3952,Production,2025,,1.997125626
RENOVAGAS,ESP,,0.0092,,0.00155928,Production,2014,,1.999988416
ReNu - Countrywide Hydrogen - Anantara Energy Holdings MoU,IDN,,10,,1.732533333,Production,2025,Solar PV,1.99953096
Repsol Bilbao port synfuels project,ESP,,10,,1.694869565,Production,2025,Others/Various,1.99953096
"Repsol Cartagena, phase 1",ESP,,100,,16.94869565,Production,2027,Others/Various,1.995201359
"Repsol Tarragona, phase 1",ESP,,150,,25.42304348,Production,2028,,1.992796025
RES2H2 Gran Canaria,ESP,,0.055,,0.009321783,Production,2007,,1.999990619
Research project on the topic of biomass gasification and green electricity to hydrogen synthesis of green methanol,CHN,,110.4319301,,19.1327,Production,,,1.994699514
RESelyser (R&D),DEU,,0.001,,0.000169487,Production,2011,,4.999988021
Reuze,FRA,,400,,69.30133333,Production,2030,,1.980769356
"RH2 Grapzow, Mecklenburg Vorpommern",DEU,,1,,0.169486957,Production,2015,Onshore wind,4.99996392
RHYME,DEU,,20,,2.998615385,Production,2024,Onshore wind,4.999049893
RHYn Interco-Phase I,DEU,2029,189,"Repurposed: 30 km, New: 15 km",96.8,Infrastructure,,,4.990919865
Ribatejo natural gas power plant (FLEXnCONFU) ,PRT,,1,,0.149930769,Production,2023,,1.99996392
RIC Energy Valladolid -phase 1,ESP,,5,,0.749653846,Production,2024,Solar PV,1.999771493
RIC Energy Valladolidm -phase 2,ESP,,10,,1.732533333,Production,,Solar PV,1.99953096
Rijeka oil refinery ,HRV,,10,,1.499307692,Production,,,1.99953096
Rijeka Refinery Hydrogen Project,HRV,,10,,1.499307692,Production,,,1.99953096
Rilland Oost hydrogen plant,NLD,,60,,10.3952,Production,2028,Others/Various,1.997125626
Rio Grande do Sul,BRA,,300,,51.976,Production,2027,Onshore wind,1.985580024
"River Wind Ukraine, phase 2",UKR,,1200,,207.904,Production,,Onshore wind,1.942284016
"River Wind Ukraine, phase 3",UKR,,1300,,225.2293333,Production,,Onshore wind,1.937473348
"River Wind Ukraine, phase1",UKR,,500,,86.62666667,Production,,Onshore wind,1.975958689
Roadrunner,USA,,42.43265069,,7.191780822,Production,2026,Solar PV,1.997970733
"Romania-Hungary H2 Corridor, HU part",HUN,2029,0,203 km ,2.42,Infrastructure,,,1.999987973
Rompetrol Refinery,ROU,,63.49084193,,11,Production,,Unknown,6.996957693
Rorvik hydrogen hub,NOR,,20,,3.465066667,Production,2027,,1.999049893
Rosedale Green Hydrogen project,AUS,,560,,97.02186667,Production,,Solar PV,1.973072288
Rostock - RWE - (HyTechHafen-Rostock),DEU,,100,,17.32533333,Production,2027,,4.995201359
Rostock - RWE (future phases),DEU,,900,,155.928,Production,,,4.956716019
"Rostock, Exytron Demonstrationsanlage",DEU,,0.0184,,0.00311856,Production,2018,,4.999988858
Rozenburg Power2Gas Phase 1,NLD,,0.007,,0.001049515,Production,2013,,1.99998831
Rozenburg Power2Gas Phase 2,NLD,,0.007,,0.001049515,Production,2019,,1.99998831
RVO- Holland coast project 1,NLD,,100,,17.32533333,Production,2027,Offshore wind,1.995201359
RVO- Holland coast project 2,NLD,,500,,86.62666667,Production,2031,Offshore wind,1.975958689
RWE Grangemouth,GBR,,200,,34.65066667,Production,2029,,1.990390692
RWE PtG plant Ibbenbüren,DEU,,0.15,,0.022489615,Production,2015,,4.999995189
S2H2+Bm Green H2 Project - Phase I,MAR,,3.1,,0.537085333,Production,2025,Solar PV,1.999862896
S2H2+Bm Green H2 Project - Phase II,MAR,,2882.84736,,499.4629147,Production,2030,Solar PV,1.861327824
SAF+Consortium SAF plant,CAN,,68.19533146,,11.81506849,Production,2025,,1.996731376
"Saint John, New Brunswick refinery",CAN,,5,,0.749653846,Production,2024,Unknown,6.999771493
SalalaH2,OMN,,400,,69.30133333,Production,2024,Others/Various,1.980769356
Salamander,GBR,,10,,1.732533333,Production,,Offshore wind,1.99953096
SALCOS - Andritz green steel at Salzgitter Flachstahl plant,DEU,,100,,16.94869565,Production,2026,,4.995201359
SALCOS - first expansion - phase 1,DEU,,100,,17.32533333,Production,2025,Onshore wind,4.995201359
SALCOS - WindH2 Windwasserstoff Salzgitter,DEU,,2.5,,0.374826923,Production,2021,Onshore wind,4.99989176
Saltend Chemicals Park - Hull,GBR,,100,,17.32533333,Production,2028,Others/Various,1.995201359
San Pedro Mining Project,CHL,,2,,0.346506667,Production,2024,Solar PV,1.999915813
Sangraf Italy graphite plant,ITA,,8,,1.386026667,Production,2026,Solar PV,1.999627173
Santos-Tokyo Gas e-methane plant,AUS,,751.3681744,,130.1770408,Production,2030,Unknown,6.963866202
"Sany Heavy Energy Wind, Solar, Hydrogen, storage and Ammonia Integrated Demostration Project",CHN,,207.7882099,,36,Production,2024,Others/Various,1.990016027
Sapio - Mantova green hydrogen,ITA,,9.18,,1.5904656,Production,2026,Solar PV,1.999570407
Sapio - Porto Marghera green hydrogen,ITA,,5,,0.866266667,Production,2026,Solar PV,1.999771493
Saras Sardinia refinery - IPCEI,ITA,,20,,2.998615385,Production,2026,,1.999049893
Sarawak Energy,MYS,,0.276,,0.0467784,Production,2019,,1.999998749
Sasolburg green hydrogen project (existing electrolysers to be powered with renewable electricity),ZAF,,60,,10.16921739,Production,2024,Others/Various,1.997125626
Savli wind-hydrogen demo project,IND,,0.005,,0.000866267,Production,2013,,1.999988214
ScaleH2,AUS,,1000,,173.2533333,Production,,Unknown,6.951905351
Scatec e-Methanol - first project,EGY,,60,,10.3952,Production,,Others/Various,1.997125626
Scatec e-Methanol - second project,EGY,,190,,32.91813333,Production,2027,Others/Various,1.990871758
Science Parks of Tainan and Hsinchu,TWN,,25,,4.331333333,Production,2021,,1.99880936
Seafuel project,ESP,,0.025280899,,0.00438,Production,2022,Others/Various,1.99998919
Sealhyfe,FRA,,1,,0.149930769,Production,2023,Offshore wind,1.99996392
Secunda SAF Project - Phase I,ZAF,,88.95043234,,15.4109589,Production,,Others/Various,1.995732917
Secunda SAF Project - Phase II,ZAF,,14825.07206,,2568.493151,Production,2040,Others/Various,1.286827095
SEE / Storage of electric energy,DEU,,0.006,,0.001016922,Production,2011,,4.999988262
Selknam,CHL,,490.6110513,,85,Production,2026,Onshore wind,1.97641036
Semakau island microgrid Engie (SPORE),SGP,,0.05,,0.008662667,Production,2019,,1.999990379
Semarak Renewable Energy hydrogen project in Perak,MYS,,60,,10.3952,Production,2026,Solar PV,1.997125626
Sembcorp Gopalpur project,IND,,1312.871738,,227.4594048,Production,,,1.936854132
Sendai City,JPN,,0.025,,0.003748269,Production,2018,,1.999989176
SGP BioEnergy biorefiney,PAN,,4675.234724,,810,Production,2027,Unknown,6.775102027
Shandong Green Methanol Plant,CHN,,387.4804566,,67.1322807,Production,2027,,1.98137163
Shandong Weifang Economic Development Zone,CHN,,50,,8.474347826,Production,,Solar PV,1.997606693
Shanghai Electric -Taonan Wind Power with Biomass for Green Methanol,CHN,,721.4868401,,125,Production,2027,Onshore wind,1.965303693
"Shanxi International Energy Group SAF project, phasse 1",CHN,,741.2536028,,128.4246575,Production,,Onshore wind,1.96435278
"Shanxi International Energy Group SAF project, phasse 1",CHN,,1482.507206,,256.8493151,Production,,Onshore wind,1.928693534
SHARC - Sustainable Hydrogen and Recovery of Carbon (phase 1),FIN,,50,,8.662666667,Production,2026,,1.997606693
SHARC - Sustainable Hydrogen and Recovery of Carbon (phase 2),FIN,,70,,11.86408696,Production,2026,,1.996644559
SHARC - Sustainable Hydrogen and Recovery of Carbon (phase 3),FIN,,150,,25.988,Production,2029,,1.992796025
"Shell China - Zhangjiakou Transportation Investment, phase 1",CHN,,20,,3.38973913,Production,2022,Onshore wind,1.999049893
"Shell China - Zhangjiakou, phase 2",CHN,,40,,6.779478261,Production,2026,Onshore wind,1.99808776
"Shenghong Petrochemical 100,00 tons/year Carbon Dioxide to Green Methanol Project",CHN,,110.4319301,,19.1327,Production,2023,,1.994699514
Shengyuan Energy wind-solar hydrogen production and station project,CHN,,31.42796675,,5.445,Production,2024,Others/Various,1.998500132
"Shoro Dam in Shiranuka-cho, Shiranuka-gun, Hokkaido",JPN,,0.182,,0.0272874,Production,2016,,1.999996729
Shuifa energy Qianguoer county source-grid-load-storage-hydrogen-ammonia-methanol integration project,CHN,,441.7277205,,76.5308,Production,,,1.978761975
Siemens Energy and Beijing Green Hydrogen Technology Development HRS,CHN,,1,,0.149930769,Production,2022,,1.99996392
Sines GH2 Solar,PRT,,4,,0.599723077,Production,2025,Solar PV,1.9998196
"Sines Repsol, phase 1",PRT,,4,,0.599723077,Production,2025,Solar PV,1.9998196
Sinochem Baicheng Renewable Green Energy Project,CHN,,331.2957904,,57.3981,Production,,,1.984074488
"Sinochem Yueda 1,000,000 tons/year Green Methanol Project",CHN,,1104.319301,,191.327,Production,,,1.946886896
Sinoneng Chifeng Wind-scope Hydrogen and Alcohol Integration and Hydrogen Energy Supporting Industry Project,CHN,,132.5183161,,22.95924,Production,,Onshore wind,1.993637011
Sinopec - Kuqa,CHN,,260,,44.0666087,Production,2023,Solar PV,1.987504291
Sinopec - Zhangzhou,CHN,,1049.435404,,181.8181818,Production,2027,Offshore wind,1.949527178
Sinopec Star Corp Ordos Green Power-to-Gas Demonstration (or: Uxin Banner Wind-Solar Integrated Green Hydrogen Petrochemical Refinery Demo) Phase 1,CHN,,59.00159048,,10,Production,2024,Others/Various,1.997173656
Sinopec Star Corp Ordos Green Power-to-Gas Demonstration (or: Uxin Banner Wind-Solar Integrated Green Hydrogen Petrochemical Refinery Demo) Phase 2,CHN,,115.4378944,,20,Production,2024,Others/Various,1.994458693
Sinopec Yanshan Petrochemical,CHN,,1.25,,0.187413462,Production,2022,,1.999951893
"Sir Samuel building Griffith Center, Brisbane, Australia",AUS,,0.2,,0.033897391,Production,2013,,1.999997595
SIRAM green hydrogen plant in Termoli,ITA,,800,,138.6026667,Production,2026,Offshore wind,1.961526686
Sirea - Castres site,FRA,,0.43,,0.074498933,Production,2021,Solar PV,1.999991341
SITP Hydrogen Bus,COL,,0.165,,0.024738577,Production,2023,Solar PV,1.999995911
Siziwang Banner project,CHN,,1000,,169.4869565,Production,,Others/Various,1.951905351
SK Ecoplant-CSCEC Consortium Green H2 project,EGY,,250,,51.29210526,Production,2029,Others/Various,1.987985358
SK Hydrogen-Ammonia plant,ARE,,259.8391981,,45.0180072,Production,,Solar PV,1.987512027
Skipavika Green Ammonia - SkiGA,NOR,,130,,22.52293333,Production,2026,Others/Various,1.993758159
Slagen terminal,NOR,,182.3432969,,31.591584,Production,,,1.991240097
Small Scale Renewable Power System DRI (Desert Research Institute),USA,,0.0065,,0.001101665,Production,2004,,1.999988286
smart grid solar - arzberg,DEU,,0.075,,0.011244808,Production,2016,Solar PV,4.999991581
Smartenergy Green H2 Project,EGY,,1000,,173.2533333,Production,,Others/Various,1.951905351
"Smartenergy Porto Torres, phase 1",ITA,,20,,3.465066667,Production,2026,Unknown,6.999049893
"Smartenergy Porto Torres, phase 3",ITA,,180,,31.1856,Production,2030,Unknown,6.991352825
SmartQuart project - Kaisersesch ,DEU,,1,,0.149930769,Production,2024,,4.99996392
SoCalGas and University of California Irvine 1,USA,,0.0676,,0.01013532,Production,2016,,1.999991225
SoCalGas and University of California Irvine 2,USA,,0.0052,,0.00077964,Production,2016,,1.999988223
SoCalGas-NREL,USA,,0.25,,0.043313333,Production,2019,,2
SOEC demonstrator Bangalore,IND,,0.008285876,,0.0017,Production,2025,Unknown,6.999988372
"Sohar Port, Steel Industry, phase 1",OMN,,35,,6.063866667,Production,2026,Unknown,6.998328293
"Sohar Port, Steel Industry, phase 2",OMN,,315,,54.5748,Production,,Unknown,6.984858424
SoHyCal,USA,,7.5,,1.124480769,Production,2023,Solar PV,1.999651227
Solar methanol,AUS,,10,,1.732533333,Production,2028,Others/Various,1.99953096
Solarbelt Fairfuel kerosene DEMO plant,DEU,,1.233445995,,0.184931507,Production,2021,Others/Various,4.99995269
SolarHy Cordoba,ESP,,55,,9.528933333,Production,2026,Solar PV,1.99736616
Solar-to-hydrogen Inhambane province,MOZ,,8426.966292,,1460,Production,,Solar PV,1.594618693
Solatio - Ammonia project Parnaiba export zone (phases II to VI),BRA,,8178.774819,,1417,Production,,Solar PV,1.60655836
Solatio - Ammonia project state of Piaui (phase I),BRA,,1633.446206,,283,Production,2028,Solar PV,1.92143236
Solid Oxide Electrolysis System Demonstration,USA,,0.25,,0.051292105,Production,2020,,2
"Solothurn, STORE&GO",CHE,,0.35,,0.052475769,Production,2019,,1.999995189
Solvay - Kouvola,FIN,,5.7,,0.987544,Production,2028,Onshore wind,1.999737819
SolWinHy Cádiz,ESP,,69.57211598,,12.053601,Production,2025,Others/Various,1.996665143
Sonam Nurboo Memorial Hopsital,IND,,25,,4.331333333,Production,,Unknown,6.99880936
Sonangol,AGO,,400,,69.30133333,Production,2025,Hydropower,1.980769356
Sonatrach - Oran,DZA,,50,,8.662666667,Production,,,1.997606693
SoutH2Port,SWE,,600,,103.952,Production,,Offshore wind,1.971148021
Southland green hydrogen project,NZL,,600,,103.952,Production,2025,Unknown,6.971148021
SPIC SAF facility - Qiqihaer - Phase 1,CHN,,29.65014411,,5.136986301,Production,2025,Onshore wind,1.998585657
SPIC SAF facility - Qiqihaer - Phase 2,CHN,,946.5907342,,164,Production,2030,Onshore wind,1.954474693
Spirit of Scotia Green Hydrogen Production Hub,CAN,,248.191473,,43,Production,,Offshore wind,1.98807236
SSE Aldbrough storage site,GBR,,35,,6.063866667,Production,2028,Onshore wind,1.998328293
"Stand-alone power system, Neo Olvio of Xanthi",GRC,,0.00364,,0.000545748,Production,2008,,1.999988148
Stanwell Power Station - Hysata DEMO,AUS,,5,,0.847434783,Production,2025,,1.999771493
Statkraft-CELSA-Mo green H2 for steel production,NOR,,45,,7.626913043,Production,2026,Others/Various,1.997847226
Statkraft-Foresight Cheshire,GBR,,30,,4.497923077,Production,2026,Onshore wind,1.998568826
Steag-Thyssenkrupp Duisburg steel plant (HydrOxy Hub Walsum)- Phase 1,DEU,,157,,23.53913077,Production,2027,,4.992459279
Steinbeis Innovation Center Braunschweig,DEU,,1,,0.173253333,Production,2023,,4.99996392
Steklarna Hrastnik glass manufactuing plant,SVN,,0.15,,0.025988,Production,2021,Solar PV,1.999995189
Stirling Green Hydrogen ,GBR,,10,,1.732533333,Production,2027,,1.99953096
Stornoway Hydrogen SIU,GBR,,20,,3.465066667,Production,2028,,1.999049893
Stromlückenfüller 1st phase,DEU,,0.02,,0.002998615,Production,2015,,4.999988935
Stromlückenfüller 2nd phase,DEU,,0.2,,0.029986154,Production,2019,,4.999997595
Suez Green Ammonia site,EGY,,2494.456302,,432.1728691,Production,,Others/Various,1.880012027
Suffolk Hydrogen,GBR,,10,,1.732533333,Production,2030,,1.99953096
Sullom Voe Terminal Hydrogen Project (Phase 1),GBR,,50,,8.662666667,Production,2028,Others/Various,1.997606693
Sullom Voe Terminal Hydrogen Project (Phase 2),GBR,,250,,43.31333333,Production,2032,Others/Various,1.987985358
Sumatra Clean H2 Cluster - Geothermal,IDN,,577.1894721,,100,Production,2030,Others/Various,1.97224536
Sumitomo Corporation Mobility,COL,,1,,0.169486957,Production,2025,,1.99996392
